  31 , eos_01_modis_31.flt
Number of data points:
333
Wavenumber (cm-1)   Filter response
      866.000000       0.000000
      866.250000       0.000000
      866.500000       0.000000
      866.750000       0.000000
      867.000000       0.010108
      867.250000       0.010498
      867.500000       0.011130
      867.750000       0.011803
      868.000000       0.012522
      868.250000       0.013297
      868.500000       0.014142
      868.750000       0.015064
      869.000000       0.016052
      869.250000       0.017082
      869.500000       0.018160
      869.750000       0.019298
      870.000000       0.020509
      870.250000       0.021805
      870.500000       0.023201
      870.750000       0.024692
      871.000000       0.026258
      871.250000       0.027881
      871.500000       0.029589
      871.750000       0.031409
      872.000000       0.033372
      872.250000       0.035517
      872.500000       0.037876
      872.750000       0.040454
      873.000000       0.043258
      873.250000       0.046278
      873.500000       0.049504
      873.750000       0.052921
      874.000000       0.056513
      874.250000       0.060267
      874.500000       0.064162
      874.750000       0.068173
      875.000000       0.072286
      875.250000       0.076516
      875.500000       0.080891
      875.750000       0.085439
      876.000000       0.090194
      876.250000       0.095191
      876.500000       0.100450
      876.750000       0.105984
      877.000000       0.111774
      877.250000       0.117823
      877.500000       0.124122
      877.750000       0.130666
      878.000000       0.137457
      878.250000       0.144495
      878.500000       0.151773
      878.750000       0.159275
      879.000000       0.167001
      879.250000       0.174961
      879.500000       0.183151
      879.750000       0.191582
      880.000000       0.200271
      880.250000       0.209258
      880.500000       0.218598
      880.750000       0.228324
      881.000000       0.238401
      881.250000       0.248769
      881.500000       0.259373
      881.750000       0.270121
      882.000000       0.280919
      882.250000       0.291673
      882.500000       0.302342
      882.750000       0.312970
      883.000000       0.323599
      883.250000       0.334279
      883.500000       0.345087
      883.750000       0.356079
      884.000000       0.367305
      884.250000       0.378800
      884.500000       0.390580
      884.750000       0.402626
      885.000000       0.414869
      885.250000       0.427248
      885.500000       0.439691
      885.750000       0.452108
      886.000000       0.464428
      886.250000       0.476651
      886.500000       0.488797
      886.750000       0.500883
      887.000000       0.512879
      887.250000       0.524781
      887.500000       0.536576
      887.750000       0.548239
      888.000000       0.559772
      888.250000       0.571231
      888.500000       0.582654
      888.750000       0.594006
      889.000000       0.605215
      889.250000       0.616217
      889.500000       0.626945
      889.750000       0.637327
      890.000000       0.647314
      890.250000       0.656905
      890.500000       0.666127
      890.750000       0.675012
      891.000000       0.683587
      891.250000       0.691867
      891.500000       0.699883
      891.750000       0.707669
      892.000000       0.715257
      892.250000       0.722676
      892.500000       0.729927
      892.750000       0.736993
      893.000000       0.743854
      893.250000       0.750468
      893.500000       0.756808
      893.750000       0.762848
      894.000000       0.768546
      894.250000       0.773867
      894.500000       0.778810
      894.750000       0.783422
      895.000000       0.787772
      895.250000       0.791913
      895.500000       0.795921
      895.750000       0.799878
      896.000000       0.803843
      896.250000       0.807835
      896.500000       0.811836
      896.750000       0.815827
      897.000000       0.819781
      897.250000       0.823659
      897.500000       0.827422
      897.750000       0.831028
      898.000000       0.834412
      898.250000       0.837492
      898.500000       0.840218
      898.750000       0.842658
      899.000000       0.844934
